,Year,Date,Type,Injury,Fatal (Y/N)
3305,1967,12-Mar-67,Provoked,Speared shark lacerated his arm PROVOKED INCIDENT,N
3306,1967,10-Mar-67,Invalid,"Fatal or scavenging by ""a pack of sharks""",Y
3307,1967,09-Mar-67,Unprovoked,"FATAL, seen taken by a shark ",Y
3308,1967,01-Mar-67,Unprovoked,Leg bitten,N
3309,1967,06-Feb-67,Sea Disaster,FATAL,Y
3310,1967,27-Jan-67,Boat,"Holed & sank boat, 1 man flung into water but ignored by the shark",N
3311,1967,22-Jan-67,Provoked,"No injury, shark bit support boat, removing pieces of wood after Gerricke shot it  PROVOKED INCIDENT",N
3312,1967,21-Jan-67,Unprovoked,Right leg severely lacerated,N
3313,1967,06-Jan-67,Provoked,Foot bitten when he kicked shark PROVOKED INCIDENT,N
3314,1966,31-Dec-66,Unprovoked,"6"" laceration to left forearm ",N
3315,1966,27-Dec-66,Provoked,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,N
3316,1966,27-Dec-66,Unprovoked,Right hand lacerated,N
3317,1966,26-Dec-66,Unprovoked,Thigh bitten,N
3318,1966,26-Dec-66,Unprovoked,Right leg bitten,N
3319,1966,14-Nov-66,Unprovoked,No details,UNKNOWN
3320,1966,Early Nov-1966,Unprovoked,FATAL,Y
3321,1966,30-Oct-66,Unprovoked,FATAL,Y
3322,1966,19-Oct-66,Unprovoked,FATAL,Y
3323,1966,27-Sep-66,Unprovoked,Shoulder lacerated,N
3324,1966,19-Sep-66,Provoked,Left elbow or hand bitten PROVOKED INCIDENT,N
3325,1966,18-Sep-66,Invalid," The 2.9 m [9.5'] shark never made contact with him. No attack, no injury.",N
3326,1966,13-Sep-66,Provoked,Involved a speared shark but no other details PROVOKED INCIDENT,UNKNOWN
3327,1966,10-Sep-66,Unprovoked,No injury,N
3328,1966,08-Sep-66,Provoked,Abdomen abraded when he seized shark PROVOKED INCIDENT,N
3329,1966,Sep-66,Invalid,"2.4 to 3 m [8' to 10'] oceanic whitetip shark  buzzed him. No attack, no injury",N
3330,1966,28-Aug-66,Boat,"No injury to occupant. Shark struck vessel, jamming centreboard",N
3331,1966,27-Aug-66,Invalid,"No attack, no injury to occupant: a 400-lb grey shark k bit nets in the water ",N
3332,1966,27-Aug-66,Unprovoked,"Survived, no details",N
3333,1966,23-Aug-66,Unprovoked,FATAL,Y
3334,1966,23-Aug-66,Unprovoked,FATAL,Y
3335,1966,16-Aug-66,Unprovoked,FATAL,Y
3336,1966,14-Aug-66,Unprovoked,"No injury, but shark struck his calf",N
3337,1966,13-Aug-66,Unprovoked,Arm lacerated,N
3338,1966,Mid Aug-1966,Invalid,"No attack, no injury, shark took speared fish & approached diver closely ",N
3339,1966,Aug-66,Unprovoked,"No injury, mother lifted him from the water",N
3340,1966,31-Jul-66,Unprovoked,Dorsum of right foot grazed,N
3341,1966,19-Jul-66,Provoked,"Arm bitten, PROVOKED INCIDENT",N
3342,1966,17-Jul-66,Unprovoked,Lacerations to right foot,N
3343,1966,17-Jul-66,Unprovoked,"FATAL, left leg severed",Y
3344,1966,14-Jul-66,Unprovoked,FATAL,Y
3345,1966,03-Jul-66,Invalid,No injury. A 1.1 m [3.5'] blacktip shark shark made a threat display & bit gig,N
3346,1966,02-Jul-66,Boat,"No injury to occupants, sharks bit chunks from boat",N
3347,1966,22-Jun-66,Provoked,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,N
3348,1966,11-Jun-66,Provoked,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,N
3349,1966,04-Jun-66,Unprovoked,Punctures on  thigh & buttock,N
3350,1966,02-Jun-66,Provoked,Arm lacerated by netted shark PROVOKED INCIDENT,N
3351,1966,20-May-66,Sea Disaster,FATAL,Y
3352,1966,20-May-66,Unprovoked,Foot bitten,N
3353,1966,20-May-66,Sea Disaster,"FATAL, other human remains bitten by sharks, 13 people missing",Y
3354,1966,16-May-66,Invalid,"White shark, 3.7 m [12']  made threat display. No injury, no attack",N
3355,1966,16-May-66,Sea Disaster,130 perished; 136 survived  including a man whose foot was severed by a shark,Y
3356,1966,08-Apr-66,Unprovoked,Foot lacerated,N
3357,1966,Apr-66,Sea Disaster,Survived,N
3358,1966,20-Mar-66,Provoked,"No injury to occupants, hooked shark rammed boat, PROVOKED INCIDENT",N
3359,1966,14-Mar-66,Sea Disaster,FATAL,Y
3360,1966,27-Feb-66,Unprovoked,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",N
3361,1966,29-Jan-66,Provoked,Left leg lacerated by hooked shark  PROVOKED INCIDENT,N
3362,1966,25-Jan-66,Sea Disaster,Sharks said to have killed some of the 80 people lost,Y
3363,1966,22-Jan-66,Unprovoked,"Hand, arm & thigh bitten",N
3364,1966,15-Jan-66,Unprovoked,Buttocks bitten,N
3365,1966,14-Jan-66,Sea Disaster,"10 survived, 51 perished. ",Y
3366,1966,11-Jan-66,Unprovoked,Right calf lacerated,N
3367,1966,10-Jan-66,Unprovoked,"Lower leg nipped, arm bruised when he landed in boat",N
3368,1966,09-Jan-66,Unprovoked,Lower legs bitten,N
3369,1966,08-Jan-66,Unprovoked,"FATAL, left leg bitten thigh to calf  ",Y
3370,1966,05-Jan-66,Unprovoked,Thigh gashed,N
3371,1966,Summer of 1996,Invalid,Minor lacerations & abrasions to lower leg. ,N
3372,1965,28-Dec-65,Unprovoked,Thigh & swim fin bitten,N
3373,1965,19-Dec-65,Unprovoked,No injury,N
3374,1965,10-Dec-65,Boat,No injury to occupants. Shark  gouged planks of boat,N
3375,1965,21-Nov-65,Provoked,FATAL PROVOKED INCIDENT,Y
3376,1965,21-Nov-65,Unprovoked,"Left forearm bitten, surgically amputated",N
3377,1965,03-Nov-65,Invalid,2 life preservers had been bitten by sharks,Y
3378,1965,03-Nov-65,Unprovoked,Puncture wounds to right thigh,N
3379,1965,21-Oct-65,Unprovoked,Survived,N
3380,1965,16-Oct-65,Unprovoked,Right arm & right leg bitten,N
3381,1965,16-Oct-65,Unprovoked,FATAL,Y
3382,1965,10-Oct-65,Unprovoked,FATAL,Y
3383,1965,Oct-65,Unprovoked,Toe severed,N
3384,1965,21-Sep-65,Provoked,"Minor injury, speared shark lacerated his kneecap & leg PROVOKED INCIDENT",N
3385,1965,12-Sep-65,Provoked,Leg & hand bitten by shark that had been speared by another fisherman PROVOKED INCIDENT,N
3386,1965,08-Sep-65,Unprovoked,Leg & arm bitten,N
3387,1965,30-Aug-65,Invalid,"One man was lost, but he may have drowned",Y
3388,1965,26-Aug-65,Unprovoked,Right thigh lacerated,N
3389,1965,30-Jul-64,Provoked,Chest bitten PROVOKED INCIDENT,N
3390,1965,26-Jul-65,Unprovoked,"FATAL, both legs severed ",Y
3391,1965,Reported 02-Jul-1965,Boat,"No injury to occupant, shark bit boat",N
3392,1965,19-Jun-65,Invalid,Parallel lacerations on right calf. Thought to be a barracuda bite ,N
3393,1965,18-Jun-65,Invalid,"No injury, chased by 4.6 m [15'] oceanic whitetip sharks",N
3394,1965,09-Jun-65,Unprovoked,"Right forearm severed, right leg bitten and surgically amputated",N
3395,1965,Jun-65,Unprovoked,Minor injury,N
3396,1965,Jun-65,Unprovoked,"FATAL, body not recovered",Y
3397,1965,29-May-65,Unprovoked,"FATAL, left leg & right arm severed ",Y
3398,1965,28-May-65,Unprovoked,"FATAL, left arm & right leg severed ",Y
3399,1965,May-Jun-1965,Unprovoked,Leg bitten,N
3400,1965,May-65,Unprovoked,Minor injury,N
3401,1965,May-65,Unprovoked,"Right arm severed, right leg bitten, not known if he survived",N
3402,1965,29-Apr-65,Unprovoked,"Thighs abraded, puncture wounds in dorsal surface of left hand",N
3403,1965,25-Apr-65,Invalid,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,Y
3404,1965,10-Apr-65,Unprovoked,Left hand severely lacerated,N
3405,1965,04-Apr-65,Unprovoked,Right leg bitten,N
3406,1965,04-Apr-65,Unprovoked,Left hand punctured & lacerated,N
3407,1965,23-Mar-65,Invalid,"All 16 onboard perished, recovery efforts hampered by sharks",N
3408,1965,14-Mar-65,Unprovoked,Survived,N
3409,1965,14-Feb-65,Unprovoked,"Abdomen, buttock, thigh, arm & hand bitten",N
3410,1965,04-Feb-65,Unprovoked,Punctures on left thigh,N
3411,1965,25-Jan-65,Invalid,"Puncture marks on chest may have been post mortem, 4 other bodies in area were undamaged",Y
3412,1965,23-Jan-65,Unprovoked,"No injury, ski bitten",N
3413,1965,16-Jan-65,Unprovoked,Right thigh punctured,N
3414,1965,10-Jan-65,Unprovoked,Thigh gashed,N
3415,1965,09-Jan-65,Unprovoked,FATAL,Y
3416,1965,Summer 1965,Unprovoked,Foot bitten,N
3417,1965,1965,Provoked,Puncture wounds to foot when he stepped on a shark    PROVOKED INCIDENT,N
3418,1965,Early 1965,Provoked,"No injury, shark tore his wetsuit after he grabbed it by the tail  PROVOKED INCIDENT",N
3419,1965,May-Jun-1965,Unprovoked,Leg bitten three times,N
3420,1965,May-Jun-1965,Unprovoked,Ankle and thigh bitten; shark made three strikes,N
3421,1965,1965,Unprovoked,FATAL. Said to have been killed by sorcerers that turned themselves into sharks. The alleged sorcerers were taken into custody by authorities but released  due to lack of evidence. ,Y
3422,1965,Ca. 1965,Invalid,No details,UNKNOWN
3423,1964,25-Dec-64,Unprovoked,"Hand, ankle & calf lacerated",N
3424,1964,10-Dec-64,Unprovoked,Thigh severely lacerated,N
3425,1964,10-Dec-64,Boat,"No injury to occupants, shark rammed boat, bit planks & sheared off copper rivet at stern of boat",N
3426,1964,09-Dec-64,Unprovoked,Survived,N
3427,1964,06-Dec-64,Unprovoked,FATAL,Y
3428,1964,29-Nov-64,Unprovoked,Left leg severed,N
3429,1964,18-Nov-64,Unprovoked,FATAL,Y
3430,1964,13-Nov-64,Provoked,"Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT",N
3431,1964,05-Nov-64,Boat,"No injury to occupant, shark bit propeller of outboard motor",N
3432,1964,31-Oct-64,Provoked,Right leg bitten  while attempting to gaff hooked shark PROVOKED INCIDENT,N
3433,1964,25-Oct-64,Invalid,"No injury to occupants, drove sharks away with paddles",N
3434,1964,04-Oct-64,Unprovoked,Abrasions & 11 teethmarks on right lower leg,N
3435,1964,27-Sep-64,Invalid,"Disappeared, probable drowning but sharks in area led to speculation that he was taken by a shark",
3436,1964,20-Sep-64,Unprovoked,FATAL,Y
3437,1964,07-Sep-64,Unprovoked,Right thigh &  elbow bitten,N
3438,1964,26-Aug-64,Unprovoked,Bruised & abraded ankle,N
3439,1964,23-Aug-64,Unprovoked,Right thigh bitten,N
3440,1964,22-Aug-64,Invalid,3 m to 3.7 m [10' to 12']  great hammerhead shark shark only made a threat display. No injury,N
3441,1964,21-Aug-64,Unprovoked,"No injury,  bumped repeatedly",N
3442,1964,08-Aug-64,Unprovoked,"No injury, shark hit scuba tank",N
3443,1964,03-Aug-64,Unprovoked,"Leg bitten, surgically amputated",N
3444,1964,Aug-64,Unprovoked,Foot lacerated,N
3445,1964,27-Jul-64,Provoked,Arm lacerated by speared shark PROVOKED INCIDENT,N
3446,1964,16-Jul-64,Unprovoked,"No injury, shark charged & impaled itself on spear",N
3447,1964,15-Jul-64,Invalid,"No injury, no attack; sharks ate their food tied to a line over the side of the raft",N
3448,1964,08-Jul-64,Invalid,"Remains recovered, probable drowning and scavenging",Y
3449,1964,08-Jul-64,Provoked,"No injury to occupant, hooked shark rammed & bit boat PROVOKED INCIDENT",N
3450,1964,Jul-64,Unprovoked,"FATAL, leg severed ",Y
3451,1964,Jul-64,Boat,"No injury to occupant, canoe struck several times by shark ",N
3452,1964,29-Jun-64,Sea Disaster,"7 rescued, 7 bodies recovered, 10 missing. Many sharks in crash area.",Y
3453,1964,28-Jun-64,Invalid,"Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark",Y
3454,1964,24-Jun-64,Boat,"No injury to occupants, shark crashed through windshield of boat",N
3455,1964,17-Jun-64,Boat,"No injury to occupant, shark lifted canoe's outrigger",N
3456,1964,23-Jun-64,Unprovoked,Buttocks bitten,N
3457,1964,02-Jun-64,Invalid,"Skeletonized, except for head & feet. Possibly a drowning / scavenging",Y
3458,1964,30-May-64,Unprovoked,No injury,N
3459,1964,08-May-64,Unprovoked,"FATAL, buttocks, lower abdomen & genitalia removed  ",Y
3460,1964,May-64,Unprovoked,"FATAL, torso / abdomen severely bitten  ",Y
3461,1964,07-Apr-64,Unprovoked,FATAL,Y
3462,1964,28-Mar-64,Unprovoked,Left thigh lacerated,N
3463,1964,28-Mar-64,Sea Disaster,Presumed FATAL,Y
3464,1964,05-Mar-64,Unprovoked,"Minor injury, abdomen abraded when he collided with the shark",N
3465,1964,Mar-64,Unprovoked,Thigh & hand bitten,N
3466,1964,Reported 17-Feb-1964,Provoked,Hooked shark bit boat PROVOKED INCIDENT,N
3467,1964,14-Feb-64,Unprovoked,"FATAL, foot & part of other leg severed  ",Y
3468,1964,14-Feb-64,Unprovoked,"FATAL, thigh and abdomen bitten ",Y
3469,1964,11-Feb-64,Unprovoked,Hand lacerated,N
3470,1964,10-Feb-64,Unprovoked,"No injury to diver, shark bit speargun",N
3471,1964,08-Feb-54,Unprovoked,Right ankle lacerated,N
3472,1964,05-Feb-64,Unprovoked,Right leg & shoulder lacerated,N
3473,1964,05-Feb-64,Unprovoked,"FATAL, both legs bitten & right leg severed at knee ",Y
3474,1964,02-Feb-64,Invalid,Body not recovered  / May have drowned prior to shark involvement,Y
3475,1964,01-Feb-64,Boat,"No injury to occupants , shark nudged oars",N
3476,1964,Feb-64,Unprovoked,No injury,N
3477,1964,Feb-64,Unprovoked,"FATAL, right arm & left thigh bitten ",Y
3478,1964,27-Jan-64,Unprovoked,FATAL,Y
3479,1964,23-Jan-64,Unprovoked,Heel & ankle bitten,N
3480,1964,22-Jan-64,Unprovoked,Heel bitten,N
3481,1964,21-Jan-64,Boat,"No injury to occupants, shark holed  boat",N
3482,1964,18-Jan-64,Unprovoked,Arm lacerated,N
3483,1964,11-Jan-64,Unprovoked,Leg & thigh bitten,N
3484,1964,Reported 06-Jan-1964,Unprovoked,FATAL,Y
3485,1964,04-Jan-64,Unprovoked,Deep lacerations to her right thigh,N
3486,1964,01-Jan-64,Unprovoked,,UNKNOWN
3487,1964,01-Jan-64,Unprovoked,Lacerations and puncture wounds in right arm ,N
3488,1964,Jan-64,Invalid,No injury,N
3489,1963,29-Dec-63,Unprovoked,"Right hand & foot severed, thigh & buttock lacerated",N
3490,1963,26-Dec-63,Unprovoked,"Lower leg bitten & foot severed, leg surgically amputated below knee",N
3491,1963,26-Dec-63,Unprovoked,"No injury, shark's tail struck his armpit",N
3492,1963,25-Dec-63,Unprovoked,"FATAL, shoulders, arms, abdomen & foot bitten  ",Y
3493,1963,22-Dec-63,Invalid,"One woman reported to have suffered fish bites, but cause of her death was exposure & drowning""",N
3494,1963,22-Dec-63,Provoked,Foot lacerated  PROVOKED INCIDENT,N
3495,1963,21-Dec-63,Provoked,7 puncture wounds in right forearm from hooked shark PROVOKED INCIDENT,N
3496,1963,20-Dec-63,Unprovoked,Foot lacerated,N
3497,1963,20-Dec-63,Unprovoked,"FATAL, arm severed, leg bitten",Y
3498,1963,08-Dec-63,Unprovoked,Torso & hand lacerated,N
3499,1963,04-Dec-63,Unprovoked,"FATAL, leg severely bitten",Y
3500,1963,30-Nov-63,Unprovoked,Hand & lower leg severely injured,N
3501,1963,30-Nov-63,Provoked,Left arm lacerated  PROVOKED INCIDENT,N
3502,1963,28-Nov-63,Unprovoked,Elbow bitten,N
3503,1963,25-Nov-63,Unprovoked,Ankle & foot bitten,N
3504,1963,Reported 16-Nov-1963,Unprovoked,No injury,N
3505,1963,14-Nov-63,Provoked,"No injury to occupant, netted shark rammed & bit boat PROVOKED INCIDENT",N
3506,1963,12-Nov-63,Provoked,No injury PROVOKED INCIDENT,N
3507,1963,Reported 05-Nov-1963,Unprovoked,Thigh lacerated ,N
3508,1963,04-Nov-63,Unprovoked,Left calf lacerated,N
3509,1963,16-Oct-63,Unprovoked,"Right thigh &  foot bruised, right calf  lacerated",N
3510,1963,15-Oct-63,Provoked,"Right hand lacerated, PROVOKED INCIDENT",N
3511,1963,29-Sep-63,Unprovoked,FATAL,Y
3512,1963,26-Sep-63,Invalid,Sharks tried to overturn raft and took Mrs. Dumas' body; scavenging by shark/s,Y
3513,1963,22-Sep-63,Unprovoked,"FATAL, right thigh, calf & foot bitten ",Y
3514,1963,13-Sep-63,Provoked,"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT",N
3515,1963,10-Sep-63,Provoked,Minor injury to left forearm  PROVOKED INCIDENT,N
3516,1963,Aug-63,Unprovoked,"FATAL. Eyewitness said, ""One was thrown in the air like a basketball, and while in the air another shark took a bite out of his belly."" ",Y
3517,1963,28-Jul-63,Unprovoked,Upper left arm bitten,N
3518,1963,15-Jul-63,Unprovoked,"Left forearm bitten, surgically amputated?",N
3519,1963,11-Jul-63,Provoked,"Cuts on right hand, PROVOKED INCIDENT",N
3520,1963,Reported 10-Jul-1963,Sea Disaster,No survivors & a body sighted could not be recovered because of sharks,Y
3521,1963,Jul-63,Unprovoked,"FATAL, foot nearly severed ",Y
3522,1963,01-Jun-63,Unprovoked,FATAL,Y
3523,1963,01-Jun-63,Provoked,"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",N
3524,1963,18-May-63,Invalid,3 lacerations below right knee,N
3525,1963,14-May-63,Sea Disaster,"Of the 42 people on board, 5 died of exposure, others drowned or were taken by sharks, and survivors were rescued after spending 3 days in the water.",Y
3526,1963,22-Apr-63,Provoked,Foot lacerated by netted shark PROVOKED INCIDENT,N
3527,1963,20-Apr-63,Unprovoked,"FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed  ",Y
3528,1963,17-Apr-63,Unprovoked,Buttock bitten,N
3529,1963,13-Apr-63,Unprovoked,Arm bitten,N
3530,1963,12-Apr-63,Unprovoked,Left foot & leg bitten,N
3531,1963,08-Apr-63,Invalid,"May have drowned prior to shark involvement, partial remains recovered",Y
3532,1963,30-Mar-63,Sea Disaster,FATAL,Y
3533,1963,27-Feb-63,Unprovoked,Right shoulder bitten,N
3534,1963,24-Feb-63,Unprovoked,Left leg lacerated,N
3535,1963,08-Feb-63,Unprovoked,Left arm bitten,N
3536,1963,06-Feb-63,Unprovoked,Laceration to right forearm,N
3537,1963,04-Feb-63,Invalid,Shark involvement unconfirmed. Two shark-bitten lifejackets were recovered leading to speculation that sharks took at least 2 of the 39 missing crewmen,Y
3538,1963,30-Jan-63,Unprovoked,Hand & arm severely lacerated,N
3539,1963,28-Jan-63,Unprovoked,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",Y
3540,1963,26-Jan-63,Invalid,"9' shark in area when he disappeared, body not recovered",Y
3541,1963,22-Jan-63,Boat,"No injury to occupant, shark leapt inside boat",N
3542,1963,14-Jan-63,Provoked,Minor lacerations to hand and arm after he seized the shark's tail PROVOKED INCIDENT,N
3543,1963,12-Jan-63,Provoked,Foot bitten by shark hooked & taken on boat  PROVOKED INCIDENT,N
3544,1963,11-Jan-63,Unprovoked,Lacerations & punctures on left  forearm,N
3545,1963,06-Jan-63,Unprovoked,Lacerations to right  arm,N
3546,1963,04-Jan-63,Provoked,No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT,N
3547,1963,Jan-63,Boat,"No injury to occupant. Shark tore chunk from canoe, then bumped 2 other canoes",N
3548,1963,Early 1963,Unprovoked,No details,UNKNOWN
3549,1963,1963,Unprovoked,Fatal,Y
3550,1962,30-Dec-62,Provoked,Captive shark bit air hose & minor lacerations on diver's cheek PROVOKED INCIDENT,N
3551,1962,09-Dec-62,Unprovoked,"FATAL, right leg bitten thigh to calf  ",Y
3552,1962,Dec-62,Boat,"No injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",N
3553,1962,29-Nov-62,Unprovoked,"No injury, shark bit spear & dragged diver 90'",N
3554,1962,25-Nov-62,Invalid,"Skeletonized, except for head & feet. Possible drowning / scavenging",Y
3555,1962,11-Nov-62,Unprovoked,"Arm, hand, buttock, leg and thigh bitten",N
3556,1962,10-Nov-62,Boat,No injury to occupants. Shark rammed boat as they were pulling in a flathead,N
3557,1962,Nov-62,Sea Disaster,"No injury, shark bit his boot",N
3558,1962,28-Oct-62,Unprovoked,Arm lacerated (minor injury),N
3559,1962,25-Oct-62,Unprovoked,"FATAL, both legs bitten  ",Y
3560,1962,15-Oct-62,Unprovoked,Facial lacerations,N
3561,1962,14-Oct-62,Boat,"No injury to occupant, shark ""nibbled"" at boat",N
3562,1962,06-Oct-62,Invalid,Drowned due to CO2 poisoning - Post Mortem Scavaging,N
3563,1962,Oct-62,Unprovoked,"FATAL, body not recovered",Y
3564,1962,30-Sep-62,Unprovoked,Left thigh & hand & speargun bitten,N
3565,1962,22-Sep-62,Unprovoked,"Left arm severely bitten, surgically amputated",N
3566,1962,13-Sep-62,Unprovoked,"FATAL, he died within minutes of being hauled back onboard the Stirling Castle",Y
3567,1962,02-Sep-62,Unprovoked,"FATAL, multiple injuries to both legs  ",Y
3568,1962,Reported 31-Aug-1962,Provoked,"Details unknown, possibly a PROVOKED INCIDENT",UNKNOWN
3569,1962,30-Aug-62,Boat,No injury ,N
3570,1962,30-Aug-62,Provoked,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,N
3571,1962,29-Aug-62,Provoked,"Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  PROVOKED INCIDENT",N
3572,1962,26-Aug-62,Boat,"No injury to occupants, sharks tore Max Butcher's life jacket & pants",N
3573,1962,23-Aug-62,Boat,"No injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller",N
3574,1962,19-Aug-62,Unprovoked,"FATAL, lower right leg bitten",Y
3575,1962,12-Aug-62,Unprovoked,Left thigh & hand bitten,N
3576,1962,01-Aug-62,Unprovoked,"FATAL, right thigh severely bitten, right ankle lacerated ",Y
3577,1962,Late Aug-1962,Unprovoked,No injury,N
3578,1962,Aug-62,Unprovoked,Ankle bitten,N
3579,1962,28-Jul-62,Unprovoked,Lacerations on left foot & hand,N
3580,1962,20-Jul-62,Provoked,Right calf lacerated by boated shark PROVOKED INCIDENT,N
3581,1962,19-Jul-62,Provoked,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",N
3582,1962,10-Jul-62,Unprovoked,"Cuts on fingers, hand & wrist",N
3583,1962,07-Jul-62,Unprovoked,Laceration on hand,N
3584,1962,Reported 03-Jul-1962,Invalid,No injury,N
3585,1962,25-Jun-62,Invalid,FATAL,Y
3586,1962,21-Jun-62,Boat,"No injury to occupants, shark charged boat, then 2 more sharks hit boat, oar grabbed, boat finally drifted ashore at 02h00",N
3587,1962,17-Jun-62,Unprovoked,"8"" laceration on left calf",N
3588,1962,11-Jun-62,Unprovoked,2 toes bitten off ,N
3589,1962,11-Jun-62,Unprovoked,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y
3590,1962,11-Jun-62,Unprovoked,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y
3591,1962,10-Jun-62,Unprovoked,"FATAL, chest & leg bitten ",Y
3592,1962,10-Jun-62,Unprovoked,Thigh bitten,N
3593,1962,07-Jun-62,Boat,"No injury to occupant, shark grabbed anchor rope, pulling bow of boat downward & then bit bow of boat",N
3594,1962,04-Jun-62,Provoked,Right forearm bitten PROVOKED INCIDENT,N
3595,1962,03-Jun-62,Unprovoked,Left foot bitten,N
3596,1962,29-May-62,Unprovoked,Bitten on leg or ankle,N
3597,1962,12-May-62,Sea Disaster,Bodies of 5 of the 6 men on board were bitten by by sharks. Sharks may have contributed to the death of some of them.,Y
3598,1962,May-62,Boat,"No injury, sharks rammed boat and bit outboard motor",N
3599,1962,20-Apr-62,Provoked,"No injury to occupants, hooked shark cracked hull PROVOKED INCIDENT",N
3600,1962,09-Apr-62,Unprovoked,"Leg bitten, surgically amputated at knee",N
3601,1962,07-Apr-62,Unprovoked,Left ankle & foot bitten,N
3602,1962,05-Apr-62,Provoked,Hooked shark bit boat PROVOKED INCIDENT,N
3603,1962,25-Mar-62,Provoked,Left foot bitten by hooked shark PROVOKED INCIDENT,N
3604,1962,25-Mar-62,Boat,No injury to occupants. Shark holed boat & they swam 200 yards to shore,N
3605,1962,24-Mar-62,Unprovoked,"FATAL, calf bitten, other leg severed below knee",Y
3606,1962,23-Feb-62,Unprovoked,Torso lacerated,N
3607,1962,18-Feb-62,Provoked,"Mistook shark's tail for kelp & grabbed it, legs abraded by shark's fins PROVOKED INCIDENT",N
3608,1962,15-Feb-62,Unprovoked,Middle finger of right hand lacerated,N
3609,1962,07-Feb-62,Unprovoked,"FATAL, calf bitten twice",Y
3610,1962,05-Feb-62,Unprovoked,"FATAL, tissue removed from thigh, femoral artery severed ",Y
3611,1962,04-Feb-62,Unprovoked,Shin bitten,N
3612,1962,02-Feb-62,Boat,,UNKNOWN
3613,1962,Feb-62,Unprovoked,"FATAL, shoulder & thigh bitten ",Y
3614,1962,27-Jan-62,Unprovoked,"Left hand injured: gash on back of hand, toothmarks on palm",N
3615,1962,26-Jan-62,Unprovoked,,UNKNOWN
3616,1962,21-Jan-62,Provoked,Suffered from shock & immersion after being dragged underwater  by speared shark PROVOKED INCIDENT,N
3617,1962,18-Jan-62,Invalid,Possible drowning / post mortem scavenging,Y
3618,1962,16-Jan-62,Provoked,"No injury to occupants, hooked shark attacked boat PROVOKED INCIDENT",N
3619,1962,15-Jan-62,Unprovoked,Shark struck him on shoulder injuring skin under suit,N
3620,1962,14-Jan-62,Unprovoked,Buttock bitten & major leg wound,N
3621,1962,14-Jan-62,Provoked,Speared shark bit gunwale of boat as it was being hauled onboard PROVOKED INCIDENT,N
3622,1962,14-Jan-62,Unprovoked,Dorsum of foot lacerated & toe severed,N
3623,1962,11-Jan-62,Boat,"No injury to occupant, shark bit propeller & lifted boat several feet",N
3624,1962,11-Jan-62,Unprovoked,Left leg & buttocks bitten,N
3625,1962,11-Jan-62,Unprovoked,Right foot lacerated ,N
3626,1962,10-Jan-62,Boat,No injury to fisherman Alf Dean & other occupants; shark bit stern of boat,N
3627,1962,08-Jan-62,Invalid,"Remains recovered from shark, but shark involvement prior to death unconfirmed",Y
3628,1962,07-Jan-62,Provoked,"No injury to occupants, shark bit 3"" piece from oar after they accidentally struck the shark PROVOKED INCIDENT",N
3629,1962,07-Jan-62,Unprovoked,"No injury, shark bumped board flipping him into the water",N
3630,1962,06-Jan-62,Boat,Shark rammed boat 5 times & holed it,N
3631,1962,02-Jan-62,Provoked,"No injury to occupants, hooked shark dragged boat 2 miles PROVOKED INCIDENT",N
3632,1962,01-Jan-62,Unprovoked,"2.5"" laceration on right hand",N
3633,1962,1962,Unprovoked,Feet severed,N
3634,1962,Jan-Jun-1962,Unprovoked,FATAL,Y
3635,1962,Ca. 1962,Unprovoked,Right leg bitten,N
3636,1961,28-Dec-61,Unprovoked,"FATAL, right arm severed at shoulder, left hand severed, right thigh bitten & surgically amputated.  Died  day after the attack",Y
3637,1961,28-Dec-61,Unprovoked,"Hand bitten, surgically amputated",N
3638,1961,28-Dec-61,Unprovoked,Lower right leg & ankle bitten,N
3639,1961,27-Dec-61,Provoked,"No injury, Parker shot the shark when it came close to his nephew, Bill Bradbury (14), then the shark bent his speargun PROVOKED INCIDENT",N
3640,1961,19-Dec-61,Boat,No injury to occupant; shark leapt into boat,N
3641,1961,18-Dec-61,Unprovoked,His left leg was severely bitten,N
3642,1961,18-Dec-61,Unprovoked,"FATAL, right wrist and hand bitten, left leg severed above knee ",Y
3643,1961,13-Dec-61,Unprovoked,Right thigh and leg lacerated,N
