,Outlier,userId_x,userId_y,CommentCount,DownVotes,Reputation,Score,UpVotes,ViewCount,Views,postId
26664,UpVotes,45072,17286.0,3,0,121,4,1,0,3,45072
26672,UpVotes,45082,4344.0,4,0,76,-1,3,304,3,45082
26675,UpVotes,45086,17343.0,0,0,25,2,41,398,3,45086
26681,UpVotes,45092,17463.0,2,0,101,9,2,0,0,45092
26696,UpVotes,45109,7968.0,0,0,56,5,2,163,2,45109
26727,UpVotes,45148,17480.0,1,0,70,-2,3,175,2,45148
26728,UpVotes,45149,10950.0,3,0,101,2,1,0,0,45149
26736,UpVotes,45157,16297.0,0,0,123,1,2,0,4,45157
26762,UpVotes,45192,17515.0,2,0,149,0,1,84,7,45192
26767,UpVotes,45197,17517.0,0,0,106,1,4,62,1,45197
26776,UpVotes,45206,8114.0,8,0,108,2,1,90,1,45206
26789,UpVotes,45222,17529.0,3,0,106,1,4,86,0,45222
26791,UpVotes,45224,13915.0,3,0,16,3,1,122,4,45224
26798,UpVotes,45232,17533.0,0,0,21,5,1,867,4,45232
26805,UpVotes,45239,17534.0,2,0,101,5,1,235,0,45239
26806,UpVotes,45240,8762.0,0,0,121,3,8,0,11,45240
26813,UpVotes,45248,11867.0,3,0,101,1,1,44,0,45248
26822,UpVotes,45258,17540.0,0,0,23,3,1,100,0,45258
26824,UpVotes,45260,17541.0,0,0,101,7,2,0,0,45260
26825,UpVotes,45261,5296.0,0,0,211,0,12,0,2,45261
26830,UpVotes,45266,14860.0,0,0,24,1,2,0,4,45266
26833,UpVotes,45271,8076.0,0,0,38,0,1,0,2,45271
26838,UpVotes,45277,8109.0,3,0,25,0,2,117,3,45277
26850,UpVotes,45293,230.0,0,0,101,0,1,0,0,45293
26851,UpVotes,45294,3345.0,0,0,101,0,1,0,0,45294
26852,UpVotes,45296,17554.0,2,0,76,4,2,341,12,45296
26868,UpVotes,45316,17052.0,0,0,101,0,4,221,0,45316
26876,UpVotes,45325,805.0,0,0,58,0,2,0,3,45325
26879,UpVotes,45331,17574.0,2,0,38,2,2,123,8,45331
26881,UpVotes,45333,,2,0,101,1,2,365,0,45333
26886,UpVotes,45338,17442.0,3,0,133,1,12,0,13,45338
26887,UpVotes,45339,17578.0,1,0,126,4,2,0,0,45339
26898,UpVotes,45352,13636.0,6,0,56,2,4,416,0,45352
26903,UpVotes,45359,13636.0,2,0,108,1,1,125,2,45359
26906,UpVotes,45362,11867.0,0,0,133,1,3,0,1,45362
26914,UpVotes,45372,17588.0,0,0,143,1,15,41,35,45372
26924,UpVotes,45382,17594.0,0,0,119,2,2,158,19,45382
26930,UpVotes,45389,8580.0,2,0,101,1,1,0,0,45389
26967,UpVotes,45434,9047.0,2,0,101,1,1,0,4,45434
26971,UpVotes,45439,11043.0,0,0,18,4,1,198,2,45439
26985,UpVotes,45456,17615.0,0,0,101,3,1,162,0,45456
26997,UpVotes,45469,8076.0,3,0,16,1,4,0,1,45469
27006,UpVotes,45480,17631.0,5,0,101,5,3,278,0,45480
27008,UpVotes,45482,16811.0,0,0,101,0,1,3114,1,45482
27013,UpVotes,45489,17530.0,0,0,101,0,1,112,0,45489
27025,UpVotes,45504,6633.0,0,0,101,6,1,0,0,45504
27034,UpVotes,45514,686.0,0,0,101,1,2,0,0,45514
27038,UpVotes,45518,9816.0,0,0,43,1,3,0,1,45518
27040,UpVotes,45520,13636.0,2,0,32,2,1,324,4,45520
27041,UpVotes,45521,17646.0,0,0,101,4,1,0,0,45521
27053,UpVotes,45535,17650.0,3,0,101,0,2,44,0,45535
27057,UpVotes,45540,16672.0,2,0,101,0,3,140,0,45540
27073,UpVotes,45561,17669.0,1,0,388,0,5,98,6,45561
27087,UpVotes,45576,17230.0,6,0,101,1,2,0,0,45576
27097,UpVotes,45587,8076.0,0,0,35,4,3,0,0,45587
27104,UpVotes,45596,17679.0,4,0,101,1,2,494,0,45596
27107,UpVotes,45599,401.0,0,0,113,3,2,94,3,45599
27110,UpVotes,45603,2798.0,9,0,100,4,4,174,3,45603
27115,UpVotes,45610,12895.0,1,0,101,3,2,0,0,45610
27130,UpVotes,45625,3382.0,0,0,106,0,2,0,3,45625
27133,UpVotes,45628,17650.0,0,0,52,1,5,78,0,45628
27151,UpVotes,45652,10669.0,0,0,101,10,3,1059,0,45652
27152,UpVotes,45653,17708.0,0,0,106,7,2,0,3,45653
27160,UpVotes,45662,13010.0,0,0,116,1,2,0,2,45662
27216,UpVotes,45739,10524.0,0,0,33,2,1,0,1,45739
27219,UpVotes,45743,1005.0,2,0,108,4,2,297,0,45743
27221,UpVotes,45745,10500.0,4,0,52,1,25,376,11,45745
27238,UpVotes,45765,14705.0,4,0,101,3,3,286,0,45765
27241,UpVotes,45768,7555.0,1,0,103,4,1,0,6,45768
27246,UpVotes,45778,2798.0,8,0,101,2,2,216,0,45778
27251,UpVotes,45784,12719.0,0,1,189,1,7,1724,11,45784
27252,UpVotes,45785,686.0,4,0,101,4,1,0,0,45785
27264,UpVotes,45797,601.0,2,0,348,2,2,0,26,45797
27270,UpVotes,45805,5836.0,4,0,21,11,1,0,2,45805
27274,UpVotes,45809,,0,1,143,2,1,0,4,45809
27285,UpVotes,45820,6072.0,5,0,101,11,1,2864,1,45820
27288,UpVotes,45823,8076.0,3,0,126,1,1,0,22,45823
27297,UpVotes,45833,13732.0,0,0,101,2,1,0,0,45833
27301,UpVotes,45838,1739.0,0,0,101,1,2,0,0,45838
27316,UpVotes,45855,17806.0,0,0,101,1,1,0,0,45855
27327,UpVotes,45869,686.0,2,0,101,0,2,0,0,45869
27329,UpVotes,45871,17813.0,0,0,101,1,2,47,0,45871
27333,UpVotes,45876,1352.0,2,0,120,7,7,0,19,45876
27368,UpVotes,45920,14836.0,8,0,101,3,1,1057,0,45920
27369,UpVotes,45921,8109.0,2,0,101,0,21,110,0,45921
27383,UpVotes,45939,17843.0,3,0,36,0,3,330,12,45939
27385,UpVotes,45941,4505.0,0,0,170,3,2,0,11,45941
27386,UpVotes,45942,17844.0,2,0,76,0,1,117,3,45942
27402,UpVotes,45960,17847.0,0,0,101,1,1,0,0,45960
27406,UpVotes,45965,17750.0,2,0,18,0,1,102,0,45965
27414,UpVotes,45973,8109.0,1,0,106,1,2,255,0,45973
27424,UpVotes,45985,226.0,2,0,11,1,2,0,2,45985
27435,UpVotes,45997,21006.0,3,0,101,0,1,238,1,45997
27454,UpVotes,46022,4344.0,0,0,18,2,3,2889,0,46022
27469,UpVotes,46039,11867.0,3,0,101,0,1,0,0,46039
27473,UpVotes,46044,17886.0,1,0,101,6,1,0,0,46044
27477,UpVotes,46050,2959.0,2,0,21,-2,2,89,8,46050
27484,UpVotes,46059,2959.0,0,0,130,1,1,0,1,46059
27486,UpVotes,46063,17896.0,2,0,101,1,1,39,0,46063
27504,UpVotes,46083,12603.0,1,0,101,1,1,0,0,46083
27508,UpVotes,46087,17908.0,0,0,98,1,12,0,18,46087
27521,UpVotes,46102,13519.0,0,0,174,1,5,714,29,46102
27535,UpVotes,46119,17922.0,3,0,28,0,1,41,3,46119
27541,UpVotes,46128,2129.0,6,0,28,2,1,0,1,46128
27546,UpVotes,46134,17925.0,1,0,92,3,87,919,8,46134
27576,UpVotes,46168,17936.0,4,0,20,1,7,449,7,46168
27580,UpVotes,46173,17857.0,1,0,101,0,1,661,0,46173
27582,UpVotes,46175,17940.0,4,0,47,0,4,1083,10,46175
27585,UpVotes,46181,14839.0,2,0,101,0,4,47,0,46181
27588,UpVotes,46184,8580.0,0,0,101,1,1,0,0,46184
27597,UpVotes,46193,7972.0,2,0,113,2,1,0,2,46193
27608,UpVotes,46207,2817.0,6,0,101,1,2,0,0,46207
27618,UpVotes,46219,17961.0,5,0,101,1,1,26,0,46219
27633,UpVotes,46234,603.0,3,0,55,30,2,0,4,46234
27643,UpVotes,46244,900.0,2,0,103,0,2,52,7,46244
27650,UpVotes,46253,13519.0,1,0,140,3,4,0,12,46253
27665,UpVotes,46268,17986.0,6,0,56,0,2,90,2,46268
27696,UpVotes,46304,800.0,0,0,101,4,1,77,0,46304
27707,UpVotes,46316,3382.0,0,0,21,1,2,0,1,46316
27708,UpVotes,46317,17915.0,1,0,53,3,3,0,1,46317
27721,UpVotes,46330,13818.0,0,0,106,4,1,135,0,46330
27744,UpVotes,46357,9007.0,0,0,101,1,1,0,0,46357
27751,UpVotes,46367,7972.0,0,0,108,4,1,0,0,46367
27752,UpVotes,46368,18018.0,0,0,18,2,1,627,2,46368
27756,UpVotes,46372,1378.0,2,0,101,4,1,99,0,46372
27763,UpVotes,46380,18024.0,4,0,26,0,1,975,2,46380
27764,UpVotes,46381,686.0,3,0,101,5,2,0,0,46381
27774,UpVotes,46391,12626.0,2,0,133,0,1,536,0,46391
27794,UpVotes,46416,9136.0,0,0,26,0,2,237,8,46416
27805,UpVotes,46427,8076.0,3,2,88,4,12,0,20,46427
27814,UpVotes,46437,8580.0,2,0,118,1,1,0,1,46437
27838,UpVotes,46469,12574.0,0,0,53,2,1,215,3,46469
27841,UpVotes,46473,3903.0,3,0,101,2,1,279,0,46473
27849,UpVotes,46483,18071.0,2,0,101,0,3,2037,0,46483
27858,UpVotes,46494,2959.0,1,0,101,2,4,144,1,46494
27860,UpVotes,46497,1739.0,0,0,101,1,1,0,0,46497
27865,UpVotes,46504,2958.0,0,0,140,2,6,0,15,46504
27882,UpVotes,46522,16398.0,3,1,235,0,27,151,13,46522
27883,UpVotes,46523,17998.0,5,0,105,8,2,3908,1,46523
27908,UpVotes,46554,8076.0,6,0,33,5,3,0,2,46554
27909,UpVotes,46555,15989.0,1,0,101,0,1,80,0,46555
27931,UpVotes,46578,4505.0,0,0,101,1,1,0,0,46578
27934,UpVotes,46581,4505.0,0,0,101,1,2,0,0,46581
27944,UpVotes,46595,16811.0,3,0,101,6,5,468,0,46595
27949,UpVotes,46601,18129.0,1,0,28,-1,1,0,0,46601
27951,UpVotes,46603,11981.0,0,0,103,7,1,0,0,46603
27961,UpVotes,46620,18135.0,1,0,18,-2,2,0,0,46620
27963,UpVotes,46622,6917.0,0,0,108,1,3,0,2,46622
27974,UpVotes,46637,11867.0,0,0,101,0,1,0,0,46637
27975,UpVotes,46638,18151.0,2,0,161,2,7,381,12,46638
27977,UpVotes,46640,17341.0,3,0,101,2,1,72,0,46640
27980,UpVotes,46643,887.0,7,0,35,1,19,0,2,46643
27989,UpVotes,46653,18149.0,0,0,21,0,1,0,1,46653
27994,UpVotes,46659,7250.0,0,0,101,1,2,0,0,46659
28024,UpVotes,46697,16640.0,0,0,33,8,1,0,4,46697
28027,UpVotes,46700,8457.0,1,0,101,3,2,188,0,46700
28036,UpVotes,46711,12329.0,0,0,120,0,2,100,10,46711
28060,UpVotes,46742,14860.0,6,0,101,2,2,0,0,46742
28065,UpVotes,46749,9241.0,2,0,63,0,1,96,1,46749
28071,UpVotes,46758,7828.0,2,0,101,1,1,0,0,46758
28073,UpVotes,46760,18213.0,4,0,101,1,6,186,0,46760
28074,UpVotes,46761,14860.0,0,0,101,1,6,0,0,46761
28080,UpVotes,46768,12329.0,0,0,50,7,2,273,3,46768
28103,UpVotes,46793,686.0,1,0,125,1,3,0,3,46793
28118,UpVotes,46808,18234.0,2,0,101,3,2,273,0,46808
28131,UpVotes,46830,10026.0,0,0,108,1,1,0,0,46830
28138,UpVotes,46837,18265.0,0,0,101,1,2,0,0,46837
28192,UpVotes,46900,5739.0,0,0,146,1,4,0,2,46900
28206,UpVotes,46915,7494.0,5,0,128,2,3,494,3,46915
28214,UpVotes,46925,18305.0,5,1,337,1,32,73,13,46925
28231,UpVotes,46945,18319.0,1,0,106,2,1,0,10,46945
28238,UpVotes,46954,18325.0,1,0,101,2,2,0,0,46954
28241,UpVotes,46957,2116.0,1,0,213,5,1,0,3,46957
28242,UpVotes,46958,18329.0,2,0,153,1,1,306,9,46958
28243,UpVotes,47958,1352.0,2,0,101,5,4,0,0,47958
28244,UpVotes,47959,18459.0,4,0,106,1,1,0,2,47959
28248,UpVotes,47963,19777.0,0,0,20,-1,1,0,1,47963
28260,UpVotes,47980,17908.0,0,0,101,3,4,0,0,47980
28264,UpVotes,47984,5509.0,7,0,17,2,5,0,4,47984
28268,UpVotes,47988,1934.0,4,0,76,0,1,0,4,47988
28273,UpVotes,47993,17987.0,1,0,101,5,2,0,0,47993
28280,UpVotes,48001,13154.0,2,0,101,3,1,230,0,48001
28290,UpVotes,48013,19799.0,0,0,101,2,1,339,1,48013
28291,UpVotes,48014,14729.0,0,0,101,2,7,101,0,48014
28300,UpVotes,48025,19807.0,1,0,101,2,1,260,0,48025
28304,UpVotes,48029,12603.0,0,0,101,3,1,123,1,48029
28305,UpVotes,48030,12540.0,0,0,33,2,1,202,0,48030
28311,UpVotes,48036,19809.0,1,0,101,3,1,1234,2,48036
28312,UpVotes,48038,18461.0,9,0,16,0,2,55,1,48038
28317,UpVotes,48044,17096.0,1,0,128,0,3,0,5,48044
28325,UpVotes,48052,2164.0,4,0,101,2,1,311,0,48052
28330,UpVotes,48059,11887.0,0,0,130,1,1,0,5,48059
28342,UpVotes,48073,858.0,0,0,101,2,3,0,3,48073
28349,UpVotes,48081,8114.0,0,0,101,2,4,123,0,48081
28350,UpVotes,48082,686.0,0,0,101,1,1,0,0,48082
28351,UpVotes,48084,19834.0,0,0,111,1,1,94,0,48084
28352,UpVotes,48086,11233.0,2,0,63,4,3,231,6,48086
28353,UpVotes,48087,17758.0,1,0,113,1,1,0,5,48087
28354,UpVotes,48088,16859.0,2,0,116,1,2,0,5,48088
28357,UpVotes,48092,19786.0,0,0,32,1,2,121,15,48092
28359,UpVotes,48095,8013.0,1,0,101,1,1,0,0,48095
28362,UpVotes,48099,17908.0,1,0,18,1,4,0,0,48099
28367,UpVotes,48104,2392.0,0,0,101,0,1,0,0,48104
28397,UpVotes,48143,19858.0,5,0,26,-6,1,106,0,48143
28408,UpVotes,48161,2719.0,0,0,101,4,10,0,0,48161
28413,UpVotes,48166,18549.0,0,0,106,1,4,148,3,48166
28432,UpVotes,48193,686.0,3,0,101,3,1,0,0,48193
28470,UpVotes,48239,3277.0,0,0,16,3,3,0,2,48239
28475,UpVotes,48244,19912.0,0,0,20,0,1,240,0,48244
28487,UpVotes,48259,19922.0,1,0,23,1,1,104,1,48259
28503,UpVotes,48279,19935.0,3,0,26,0,3,51,6,48279
28506,UpVotes,48284,3382.0,8,0,101,3,3,0,3,48284
28510,UpVotes,48288,18642.0,0,0,26,0,3,21,4,48288
28531,UpVotes,48315,18274.0,1,0,101,5,4,0,0,48315
28532,UpVotes,48317,19960.0,1,0,101,8,1,1894,0,48317
28542,UpVotes,48327,3382.0,0,0,101,0,2,0,0,48327
28549,UpVotes,48339,805.0,0,0,101,1,3,0,0,48339
28566,UpVotes,48364,19988.0,0,0,101,5,2,0,3,48364
28573,UpVotes,48372,8013.0,2,0,40,4,3,0,33,48372
28606,UpVotes,48409,11852.0,0,0,101,1,2,0,0,48409
28607,UpVotes,48410,11233.0,3,0,23,0,2,147,1,48410
28608,UpVotes,48411,13177.0,0,0,101,6,1,148,0,48411
28619,UpVotes,48426,2485.0,1,0,36,4,3,0,24,48426
28635,UpVotes,48447,1146.0,0,0,101,0,2,0,0,48447
28637,UpVotes,48449,16297.0,0,0,101,2,2,0,0,48449
28641,UpVotes,48455,20045.0,5,0,23,3,2,3125,4,48455
28648,UpVotes,48463,20050.0,1,0,101,2,1,0,0,48463
28658,UpVotes,48473,12678.0,4,0,101,4,2,477,1,48473
28672,UpVotes,48488,18588.0,0,0,101,1,2,0,0,48488
28727,UpVotes,48554,16297.0,3,1,178,1,7,0,12,48554
28744,UpVotes,48581,7685.0,3,0,113,4,2,448,1,48581
28755,UpVotes,48595,12603.0,0,0,123,1,5,0,0,48595
28776,UpVotes,48619,7733.0,2,0,101,1,3,0,9,48619
28779,UpVotes,48622,11060.0,1,0,21,2,1,0,0,48622
28788,UpVotes,48635,7733.0,2,0,101,8,2,0,0,48635
28792,UpVotes,48639,20159.0,2,9,411,1,21,846,50,48639
28808,UpVotes,48662,18190.0,0,0,106,0,1,316,0,48662
28809,UpVotes,48664,2195.0,0,0,101,2,2,0,0,48664
28820,UpVotes,48679,19879.0,1,0,116,8,2,0,3,48679
28827,UpVotes,48688,5509.0,11,0,26,3,2,982,2,48688
28843,UpVotes,48706,6657.0,5,0,101,2,1,120,0,48706
28872,UpVotes,48741,16974.0,11,0,125,8,5,0,0,48741
28875,UpVotes,48745,20093.0,2,0,38,0,2,144,1,48745
28883,UpVotes,48754,20212.0,2,0,61,-1,1,93,9,48754
28885,UpVotes,48756,20213.0,0,0,71,0,1,74,8,48756
28886,UpVotes,48757,20016.0,5,0,103,4,1,1044,2,48757
28890,UpVotes,48762,805.0,4,0,101,5,1,0,0,48762
28894,UpVotes,48766,5509.0,5,0,1148,0,44,1537,59,48766
28909,UpVotes,48786,17508.0,0,0,101,5,2,895,0,48786
28921,UpVotes,48798,20237.0,3,0,101,2,1,59,0,48798
28939,UpVotes,48820,13636.0,0,0,18,0,1,80,1,48820
28944,UpVotes,48825,10322.0,4,0,31,1,1,0,4,48825
28961,UpVotes,48843,16323.0,0,0,101,3,1,0,5,48843
28969,UpVotes,48851,7828.0,2,0,101,0,1,0,0,48851
28990,UpVotes,48876,805.0,0,0,32,4,1,0,5,48876
28994,UpVotes,48880,20268.0,0,0,76,0,3,0,5,48880
28998,UpVotes,48885,19879.0,1,0,118,3,2,0,2,48885
29004,UpVotes,48894,20267.0,5,0,18,7,2,247,4,48894
29006,UpVotes,48896,8580.0,0,0,101,1,1,0,0,48896
29014,UpVotes,48905,20282.0,0,0,101,3,1,39,0,48905
29037,UpVotes,48932,20268.0,1,0,38,1,11,0,6,48932
29049,UpVotes,48949,7071.0,2,0,30,3,2,0,2,48949
29052,UpVotes,48953,20306.0,3,0,101,0,12,138,0,48953
29055,UpVotes,48957,7071.0,8,0,108,3,4,0,2,48957
29065,UpVotes,48968,20312.0,0,0,128,3,30,93,6,48968
29073,UpVotes,48977,9936.0,0,0,106,2,2,0,2,48977
29079,UpVotes,48983,20975.0,1,0,101,0,1,571,0,48983
29086,UpVotes,48990,20085.0,2,0,101,1,1,0,0,48990
29106,UpVotes,49012,10069.0,0,0,111,4,1,1424,1,49012
29117,UpVotes,49024,4253.0,8,0,101,1,2,0,0,49024
29118,UpVotes,49025,805.0,0,0,101,4,1,0,0,49025
29119,UpVotes,49026,14499.0,0,0,111,0,1,82,1,49026
29122,UpVotes,49030,9162.0,0,0,41,1,1,116,0,49030
29126,UpVotes,49034,5739.0,0,0,38,0,6,0,20,49034
29141,UpVotes,49050,20353.0,1,0,101,2,3,2741,0,49050
29158,UpVotes,49072,18128.0,6,0,21,2,1,0,1,49072
29177,UpVotes,49093,20374.0,1,0,51,3,1,2190,12,49093
29179,UpVotes,49097,20378.0,0,0,101,0,11,0,0,49097
29195,UpVotes,49122,25722.0,0,0,106,-1,2,0,0,49122
29198,UpVotes,49125,20398.0,2,0,101,1,1,721,0,49125
29218,UpVotes,49152,14188.0,2,0,101,4,1,878,0,49152
29239,UpVotes,49177,14188.0,1,0,101,1,3,0,0,49177
29268,UpVotes,49212,20228.0,0,0,123,1,10,1579,5,49212
29277,UpVotes,49223,1739.0,0,0,101,11,1,0,0,49223
29283,UpVotes,49229,5509.0,0,0,21,6,3,0,4,49229
29284,UpVotes,49230,13267.0,0,0,101,2,1,0,0,49230
29295,UpVotes,49246,20326.0,4,0,101,1,5,193,8,49246
29303,UpVotes,49257,20460.0,3,0,116,1,1,88,2,49257
29304,UpVotes,49258,858.0,3,0,101,2,1,88,0,49258
29324,UpVotes,49290,686.0,2,0,106,1,1,0,3,49290
29329,UpVotes,49296,264.0,2,0,126,2,8,0,6,49296
29330,UpVotes,49298,20483.0,2,0,101,1,4,1564,1,49298
29333,UpVotes,49302,20363.0,0,0,101,-1,2,0,0,49302
29336,UpVotes,49309,16067.0,0,0,101,0,1,675,0,49309
29338,UpVotes,49311,1913.0,0,0,21,2,2,0,0,49311
29364,UpVotes,49343,7071.0,1,0,28,2,1,0,1,49343
29409,UpVotes,49397,6552.0,0,0,23,1,2,0,10,49397
29410,UpVotes,49398,20915.0,3,0,574,11,5,0,40,49398
29429,UpVotes,49421,20555.0,2,0,101,0,1,31,0,49421
29434,UpVotes,49427,4505.0,0,0,31,3,44,0,13,49427
29442,UpVotes,49437,20565.0,0,0,30,1,3,77,2,49437
29467,UpVotes,49471,14888.0,4,0,28,1,1,0,0,49471
29469,UpVotes,49473,15949.0,0,0,101,4,11,146,1,49473
29475,UpVotes,49480,20589.0,10,0,101,5,2,1004,0,49480
29478,UpVotes,49486,686.0,5,0,101,2,1,0,0,49486
29490,UpVotes,49500,20602.0,1,0,101,4,3,344,0,49500
29530,UpVotes,49553,5739.0,0,0,101,9,2,0,8,49553
29543,UpVotes,49572,1352.0,1,0,101,4,1,0,0,49572
29550,UpVotes,49581,2126.0,3,0,101,1,1,0,0,49581
29552,UpVotes,49583,8637.0,3,0,18,1,1,0,2,49583
29553,UpVotes,49585,11981.0,0,0,113,2,2,0,5,49585
29558,UpVotes,49590,8960.0,0,0,101,3,7,0,0,49590
29561,UpVotes,49593,20603.0,0,0,21,1,1,710,2,49593
29564,UpVotes,49598,12147.0,1,0,21,4,1,0,0,49598
29568,UpVotes,49607,7448.0,3,0,101,2,1,682,0,49607
29570,UpVotes,49611,20603.0,2,0,118,3,1,0,1,49611
29575,UpVotes,49617,20395.0,6,0,101,5,5,1118,0,49617
29581,UpVotes,49623,20211.0,2,0,101,1,1,273,0,49623
29596,UpVotes,49643,20650.0,0,0,118,0,1,0,3,49643
29599,UpVotes,49646,20666.0,1,0,31,8,2,579,1,49646
29600,UpVotes,49647,20667.0,1,1,175,2,12,121,38,49647
29620,UpVotes,49674,12602.0,6,0,122,2,75,249,1,49674
29623,UpVotes,49677,20492.0,1,0,85,0,2,0,4,49677
29637,UpVotes,49699,20704.0,3,0,131,0,2,24,1,49699
29642,UpVotes,49704,2798.0,1,0,101,1,1,77,3,49704
29654,UpVotes,49719,13818.0,0,0,101,1,3,575,0,49719
29661,UpVotes,49726,20591.0,1,0,101,1,1,0,1,49726
29682,UpVotes,49754,20735.0,0,0,101,2,2,338,0,49754
29698,UpVotes,49773,7642.0,2,0,101,4,2,182,0,49773
29716,UpVotes,49793,11852.0,6,0,40,2,4,0,18,49793
29738,UpVotes,49823,1352.0,1,0,23,1,2,0,0,49823
29747,UpVotes,49833,20766.0,0,0,101,1,5,197,0,49833
29751,UpVotes,51837,686.0,6,0,101,2,2,0,0,51837
29783,UpVotes,51879,14602.0,0,0,18,1,1,133,2,51879
29785,UpVotes,51882,21212.0,0,0,101,1,2,136,0,51882
29802,UpVotes,51908,21844.0,5,0,76,4,1,164,7,51908
29817,UpVotes,51927,919.0,0,0,108,2,1,0,0,51927
29825,UpVotes,51938,20381.0,1,0,101,0,1,0,0,51938
29830,UpVotes,51945,21861.0,3,0,72,1,6,0,1,51945
29856,UpVotes,51972,21072.0,0,0,30,0,6,0,10,51972
29863,UpVotes,51980,805.0,1,0,101,0,1,0,0,51980
29865,UpVotes,51982,21880.0,3,0,101,1,1,453,1,51982
29888,UpVotes,52011,21897.0,0,0,113,2,2,36,3,52011
29894,UpVotes,52020,21903.0,0,0,51,1,10,36,17,52020
29896,UpVotes,52022,1537.0,3,0,346,0,9,110,14,52022
29931,UpVotes,52063,20666.0,0,0,18,3,3,418,1,52063
29941,UpVotes,52073,686.0,3,0,18,0,4,0,0,52073
29959,UpVotes,52092,13047.0,5,0,108,12,5,0,6,52092
29982,UpVotes,52122,21952.0,2,0,103,-1,4,74,2,52122
29990,UpVotes,52133,21964.0,9,0,101,-3,2,221,0,52133
30006,UpVotes,52155,21971.0,2,0,101,3,6,1065,0,52155
30028,UpVotes,52183,21982.0,1,0,101,1,1,0,0,52183
30031,UpVotes,52187,17262.0,7,0,61,0,2,218,0,52187
30043,UpVotes,52209,13561.0,3,0,101,4,2,3331,0,52209
30059,UpVotes,52234,20884.0,1,0,118,5,1,63,3,52234
30062,UpVotes,52237,17590.0,0,0,101,2,1,554,0,52237
30067,UpVotes,52243,12008.0,21,0,176,10,4,541,20,52243
30076,UpVotes,52253,805.0,0,0,51,1,2,0,0,52253
30081,UpVotes,52259,2719.0,0,0,16,3,1,936,0,52259
30082,UpVotes,52260,2719.0,0,0,23,2,1,0,4,52260
30083,UpVotes,52261,20820.0,0,0,46,0,1,434,3,52261
30093,UpVotes,52273,22022.0,1,0,114,3,1,284,1,52273
30096,UpVotes,52277,10354.0,4,0,101,18,1,0,0,52277
30110,UpVotes,52293,13561.0,6,0,18,7,1,9615,2,52293
30113,UpVotes,52296,4257.0,0,0,101,4,1,0,0,52296
30144,UpVotes,52334,21824.0,0,0,121,0,1,0,0,52334
30147,UpVotes,52339,22055.0,1,0,19,2,4,0,2,52339
30148,UpVotes,52340,4505.0,0,0,101,1,1,0,0,52340
30149,UpVotes,52341,22054.0,3,0,101,1,4,511,0,52341
30158,UpVotes,52352,2817.0,3,0,101,1,1,174,0,52352
30169,UpVotes,52367,20780.0,0,0,41,2,5,150,8,52367
30190,UpVotes,52391,6750.0,5,0,35,1,1,0,2,52391
30199,UpVotes,52402,805.0,7,0,101,3,2,0,0,52402
30209,UpVotes,52418,17908.0,0,0,101,1,4,0,0,52418
30211,UpVotes,52420,26105.0,0,0,101,1,1,66,0,52420
30238,UpVotes,52455,22105.0,0,0,23,0,3,125,19,52455
30280,UpVotes,52504,3262.0,2,0,38,2,2,0,0,52504
30283,UpVotes,52513,22133.0,2,0,101,4,3,211,0,52513
30301,UpVotes,52532,686.0,2,0,101,3,1,0,0,52532
30302,UpVotes,52533,14860.0,7,0,21,1,1,0,2,52533
30305,UpVotes,52536,22138.0,4,0,101,0,1,179,0,52536
30308,UpVotes,52540,9394.0,0,0,101,1,5,0,1,52540
30314,UpVotes,52546,-1.0,0,0,26,0,2,0,3,52546
30322,UpVotes,52554,159.0,0,3,2294,2,59,0,192,52554
30339,UpVotes,52574,805.0,2,0,31,1,1,0,1,52574
30341,UpVotes,52577,4598.0,2,0,43,4,1,0,0,52577
30364,UpVotes,52603,19765.0,5,0,101,1,1,238,0,52603
30375,UpVotes,52617,22179.0,0,0,113,1,1,120,1,52617
30377,UpVotes,52620,7787.0,0,0,101,1,3,0,0,52620
30395,UpVotes,52644,21650.0,0,0,36,0,3,1980,1,52644
30410,UpVotes,52661,805.0,2,0,129,3,2,0,4,52661
30430,UpVotes,52691,21821.0,5,0,101,0,2,55,0,52691
30431,UpVotes,52694,4257.0,0,0,101,2,2,0,2,52694
30443,UpVotes,52709,22235.0,0,0,101,2,1,47,0,52709
30458,UpVotes,52727,22241.0,0,0,118,1,1,199,1,52727
30477,UpVotes,52754,22251.0,2,0,101,12,2,1488,0,52754
30487,UpVotes,52765,3277.0,3,0,101,1,1,0,0,52765
30488,UpVotes,52767,22256.0,1,0,16,2,1,0,6,52767
30513,UpVotes,52802,2129.0,0,0,23,1,5,0,0,52802
30520,UpVotes,52809,603.0,0,0,101,1,1,0,0,52809
30522,UpVotes,52811,3488.0,0,0,123,1,17,232,0,52811
30545,UpVotes,52841,8402.0,3,0,101,9,1,0,0,52841
30569,UpVotes,52867,10640.0,10,0,27,2,4,0,7,52867
30574,UpVotes,52875,22312.0,0,0,101,1,2,73,0,52875
30581,UpVotes,52884,16127.0,0,0,101,0,1,169,0,52884
30593,UpVotes,52898,21267.0,0,0,28,2,3,0,4,52898
30597,UpVotes,52902,22324.0,0,0,103,6,4,413,0,52902
30611,UpVotes,52919,20381.0,9,0,101,1,3,0,0,52919
30621,UpVotes,52935,22342.0,2,0,101,0,1,65,0,52935
30636,UpVotes,52959,22361.0,0,0,101,0,1,63,0,52959
